example_id,customer_message,predicted_intent,retrieved_grounding_examples,drafted_reply,historical_spotify_reply,my_acceptable_reply_note,my_disagree_with_reply_note
E011,"@115888 next update: make a sleep timer option. also, try and get comparability with Siri.",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.563, ""customer_message"": ""@115888 when are you guys gonna put in a sleep timer on the app?"", ""spotify_reply"": ""@366456 Hey there! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RS""}, {""rank"": 2, ""similarity"": 0.54, ""customer_message"": ""When is @115888 going to put a sleep timer in their settings? \nBecause I could use that right now."", ""spotify_reply"": ""@205918 Hey Lauren! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RA""}, {""rank"": 3, ""similarity"": 0.421, ""customer_message"": ""When is @115888 going to be updated for the iPhone X? It’s about time."", ""spotify_reply"": ""@703401 Hey Cibelly! We understand - we’re working on it as we speak. Stay tuned 🎶 /FR""}]",Hey there! A sleep timer is a great idea. Help make it happen by adding your support here: https://t.co/pMmX7wXq24. We'll also pass your feedback about Siri along to our team! /SC,"@478733 1: Hi there. A sleep timer is a great idea! Help make it happen by adding support here: https://t.co/pMmX7wXq24...

@478733 2: We don't have more info to share about Siri integration at the moment. Watch this space for updates: https://t.co/3KnTWglNFC /MG",Acknowledge the sleep timer and Siri requests and provide any available information or feedback option.,nan
E012,"@SpotifyCares hi how do I download Spotify to my tv?!

@SpotifyCares Thank you! 🙂",Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.561, ""customer_message"": ""@115888 please put the lyrics back in the desktop app i need it\n\n@SpotifyCares ITS BEEN OVER A YEAR AGO COME ON\n\n@SpotifyCares thanks bae"", ""spotify_reply"": ""@451866 Hi, we hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too /RB\n\n@451866 We understand how you feel. Don't worry, we'll let the right team know it's something you'd like to see /RB\n\n@451866 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB""}, {""rank"": 2, ""similarity"": 0.524, ""customer_message"": ""this is cool! :o https://t.co/kaADuDNdzv\n\ncan't seem to find a way of using my Google Home to control my PC's playback though.\n\n@SpotifyCares, is that a thing you can do?\n\n@SpotifyCares No problem, thank you! Would be a nice feature to have, especially if you're tidying your room (like I am now...) :P\n\n@SpotifyCares Spotify, I love you. :P"", ""spotify_reply"": ""@555484 Hey! We're afraid this isn't possible right now, but we'll be sure to pass on your feedback /JP\n\n@555484 No worries at all! Have a... https://t.co/FQulrDtFky /JP""}, {""rank"": 3, ""similarity"": 0.521, ""customer_message"": ""Does @115888 have a feature for steaming what you’re currently listening to? @SpotifyCares\n\n@SpotifyCares WELL YOU’VE BLOODY WELL GOT MY VOTE SPOTIFY. YOU TAKE CARE NOW."", ""spotify_reply"": ""@714774 Hey Danny! This isn't possible right now, but we can see how that’d be useful. You can vote for the official idea here: https://t.co/t64lsvMKm2 /KB\n\n@714774 Awesome! If you need help with anything else, just give us a shout. Otherwise, have a... https://t.co/FQulrDtFky 😉 /GU""}]","Hi! You can check if your TV is compatible by visiting our support site here: https://support.spotify.com. If you need any further help, just let us know! /SC","@135632 Hi! We have more info on that here: https://t.co/I5ZicdxVMi. Let us know if you need anything else /SV

@135632 Any time! https://t.co/SABr6eaySK /SV",Give clear steps for getting Spotify onto a compatible TV.,nan
E013,"@115888 your Mac based app is terrible, slow and constantly crashes. Latest updates have done nothing to improve it",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.555, ""customer_message"": ""How is it that every update to the @115888 android app makes it progressively worse?\n\n@SpotifyCares it's very slow and unresponsive. Takes a while for the app to load. Sony Z2 running Android 5.1.1.\n\n@SpotifyCares i never had any problems with older versions of the app.\n\n@SpotifyCares I appreciate that the phone is 3 years old but the app used to work flawlessly. Each version now seems slower/ worse.\n\n@SpotifyCares 8.4.17.640.... Apparently 😉 https://t.co/alDUpdvlyt\n\n@SpotifyCares No, restarting doesn't help. Tbh i don't think there is much you can do. It's more that i wanted to provide some feedback​."", ""spotify_reply"": ""@392151 Hey! Can you let us know what's happening exactly? We'll keep an eye out for your message /RC\n\n@392151 Can you let us know the Spotify version that you're using? We'll see what we can suggest /RC\n\n@392151 Got it. Does logging out and restarting your device help? Let us know how it goes /RC\n\n@392151 Hmm. We've just released a new version of the app. Could you try if upgrading helps? Just follow the steps here: https://t.co/EqisDMwZAT /RC""}, {""rank"": 2, ""similarity"": 0.524, ""customer_message"": ""@115888 App won't load on my Galaxy S8+. Bit naughty considering I pay for premium.\n\n@SpotifyCares Already tried with no success\n\n@SpotifyCares App doesn't load, only this black screen, and then press anything (library for example) and this message pops up https://t.co/CYVq3xXLTj\n\n@SpotifyCares Yes I have tried both. Also reinstalled over WiFi and 4g\n\n@SpotifyCares I only have this device. Are you going to try and fix the problem or carry on asking me stupid questions?"", ""spotify_reply"": ""@795213 Hey there! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF\n\n@795213 Got it! Could you send us a screenshot of the issue you're having? Keep us posted /DF\n\n@795213 Is this happening while connected to WiFi, 3G/4G or both? /DF\n\n@795213 Got it! Does this happen on multiple devices? Keep us posted /DF\n\n@795213 We understand. Can you DM us your account's email address or username? We'll take a look backstage /SF https://t.co/ldFdZRiNAt""}, {""rank"": 3, ""similarity"": 0.518, ""customer_message"": ""spotify on xbox is literally the shittiest app ive ever used. fix your fucking shit. @115888"", ""spotify_reply"": ""@795223 Hey there! Could you tell us what's happening exactly? We'll see what we can suggest /DF""}]","Sorry to hear you're having trouble with the Mac app. Could you let us know which version you're currently using? Also, have you tried a clean reinstall to see if that helps? Let us know how it goes! /SC","@541522 Hey Chris, help's here. Can you let us know the exact OS X and Spotify versions you're using? We'll see what we can suggest /AY","The Mac app has persistent crashing and performance problems, so further technical investigation is appropriate.",The response only asked for OS and version information and did not yet address the repeated crashing problem.
E014,"@SpotifyCares Hey, Add ""Miss You"" by @3212 on ""Today's Top Hits"" playlist! @115888",Playlist & Library Management,"[{""rank"": 1, ""similarity"": 0.673, ""customer_message"": ""@115888 you were the best app ever UNTIL.... you took away where you hold down and you can listen to a little of the song. Now idk what to really add to my playlists.. BRING IT BACK PLEASE!!!!!! #SpotifyMusic"", ""spotify_reply"": ""@760225 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /AK""}, {""rank"": 2, ""similarity"": 0.58, ""customer_message"": ""&gt; @115888 : Never thought about adding new songs at the top of the list ?? bottom is too far #SaveMyFinger by #UX @83467 @83468 https://t.co/8xzqxhKKGD"", ""spotify_reply"": ""@207311 Hey, thanks for the feedback. For now, you can follow the steps here: https://t.co/5hjtm5AdqM. Hope this helps /NY""}, {""rank"": 3, ""similarity"": 0.575, ""customer_message"": "":'-(\n\n@SpotifyCares let me know when you remove your frustrating 10k song library limit.\n\nhttps://t.co/vANgjQflxL"", ""spotify_reply"": ""@818249 Hey Nick! We don’t have any new info about this, but we’ll remind the team it’s a popular request. You can also show your support for the idea at https://t.co/a9TZL1Dqp6. We're sad to see you go - if you need us, we're just a tweet away /RK""}]","Thanks for the suggestion! While we can't personally add tracks to playlists, we love hearing what you're listening to. You can always share your feedback on our community site here: https://community.spotify.com /SC",@260318 Hey! We've just sent a DM your way. Check your Messages /MV,Acknowledge the request to add the song to Today’s Top Hits and explain whether the request can be accommodated.,nan
E015,stop playing and bring back the touch preview option @115888,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.512, ""customer_message"": "".@115888 PLEASE restore the queue in the Web player ;__;"", ""spotify_reply"": ""@363041 Hey there, we hear you! You can show support for the official idea here: https://t.co/sCzA5zGxSn /TB""}, {""rank"": 2, ""similarity"": 0.427, ""customer_message"": ""@115888 Please bring Spotify to #BlackBerry10"", ""spotify_reply"": ""@254216 Hey there! We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks /NQ""}, {""rank"": 3, ""similarity"": 0.423, ""customer_message"": ""Hi @SpotifyCares I love you but your CarPlay app is AWFUL. Are you working on making it better? @115948 is looking tempting 🤒🤒🤒🤒\n\n@SpotifyCares Hi! DM’d!"", ""spotify_reply"": ""@363148 Hi Tommy! The cavalry's here. Can you send us a bit more info on what's happening? We'll see what we can do /AU""}]","We hear you loud and clear! We're always working to improve the app, and we'll be sure to pass your feedback regarding the touch preview feature along to the right folks. /SC",@804369 Hey there! We have more info about this here: https://t.co/pXBCq8GlsI /KL,Acknowledge the request to bring back the touch preview feature and provide the relevant information or feedback path.,The historical response was quite vague and did not directly explain what happened to the feature.
E016,But also woke up to realise @115888 has deleted my whole library 🤔  #winsomelosesome #startinganewsonglist #mysundaysorted,Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.506, ""customer_message"": ""What happens? @115888 is not working! 🤨"", ""spotify_reply"": ""@807614 Hey Erick! Everything should be running smoothly now. Let us know if you're still getting issues /GS""}, {""rank"": 2, ""similarity"": 0.505, ""customer_message"": ""My @115888  is acting up and im just tryna listen to my music in peace"", ""spotify_reply"": ""@823053 Hey, that's not cool! Can you tell us what's happening exactly? We'll see what we can suggest /CH""}, {""rank"": 3, ""similarity"": 0.412, ""customer_message"": ""@117153 @115888 My playlists won't start on any browser, even after clearing cookies. Having some issues today?"", ""spotify_reply"": ""@138412 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt""}]","Oh no, that doesn't sound right! We'd like to look into this for you. Could you send us a DM with more details about what happened so we can help? /SC","@579120 Hi Lisa-Marie! This shouldn't be happening. Did everything under Library disappear, or were your offline songs desynced? We'll help /SC","The customer says their entire library disappeared, so the issue needs account-specific investigation.",The reply asked whether everything disappeared but did not immediately move toward account recovery despite the major data-loss concern.
E017,soo apperently @115888 doesnt let me download the app since im not in the country lmao is it my email?,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.524, ""customer_message"": ""Hey @115888 when’re you releasing the #iPhoneX version of your app?"", ""spotify_reply"": ""@707889 Hey, we’re working on it as we speak. Stay tuned! /MA""}, {""rank"": 2, ""similarity"": 0.498, ""customer_message"": ""@115888 please tell me you’re going to release an AppleWatch app soon!? Want to run w/o phone!"", ""spotify_reply"": ""@541189 Hey there! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E3YGDs /DD""}, {""rank"": 3, ""similarity"": 0.478, ""customer_message"": ""@115888 when are you guys gonna put in a sleep timer on the app?"", ""spotify_reply"": ""@366456 Hey there! A sleep timer is a great idea. Help make it happen by adding support here: https://t.co/pMmX7wXq24 /RS""}]",Hey! Availability depends on your account's registered country. You can check out our support page for more info on how this works: https://support.spotify.com/article/availability/ Let us know if you have any other questions! /SC,@664234 Hi there! We've just sent a DM your way. Let's carry on chatting there /AU,Explain whether the app is available in the customer's country and what they can do next.,nan
E018,"@115888 the last version of Spotify on IPhone crashes often. It is getting annoying. When will there be an update with bug fixes?

@SpotifyCares Spotify version 8.4.28.1104 IOS version 11.0.3 (IPhone 6)

@SpotifyCares Yes, at random moments",Playback & Technical Errors,"[{""rank"": 1, ""similarity"": 0.659, ""customer_message"": ""@115888 See if you ever want to make an IOS app that works? That’d be great.\n\n@SpotifyCares IOS11 on an iPhone 6s, playing a playlist on shuffle it’ll just stop and won’t play anything else again even if I close and open again.\n\n@SpotifyCares Even tried reinstalling two or three times\n\n@SpotifyCares No none at all, really strange and really frustrating when you’re on the speaker at a party. Not a premium account if that helps at all\n\n@SpotifyCares Seems to be most of the ones I listened to, specifically Eminem relapse and bugzy malone king of the north and it happens on both"", ""spotify_reply"": ""@349085 Hey, help's here! What’s happening exactly? Can you let us know the device, iOS and Spotify version you’re using? /YM\n\n@349085 That's odd. Are you getting any specific error messages? We'll see what we can suggest /YM\n\n@349085 Hmm. Is this happening to all playlists or albums? Also, does the issue occur while on 3G/4G, WiFi, or both? /YM\n\n@349085 Can you send us the links to these albums or playlists via DM? Just tap the three dots &gt; Share &gt; Copy Link. We'll take a look backstage /YM https://t.co/ldFdZRiNAt""}, {""rank"": 2, ""similarity"": 0.649, ""customer_message"": ""How is it that every update to the @115888 android app makes it progressively worse?\n\n@SpotifyCares it's very slow and unresponsive. Takes a while for the app to load. Sony Z2 running Android 5.1.1.\n\n@SpotifyCares i never had any problems with older versions of the app.\n\n@SpotifyCares I appreciate that the phone is 3 years old but the app used to work flawlessly. Each version now seems slower/ worse.\n\n@SpotifyCares 8.4.17.640.... Apparently 😉 https://t.co/alDUpdvlyt\n\n@SpotifyCares No, restarting doesn't help. Tbh i don't think there is much you can do. It's more that i wanted to provide some feedback​."", ""spotify_reply"": ""@392151 Hey! Can you let us know what's happening exactly? We'll keep an eye out for your message /RC\n\n@392151 Can you let us know the Spotify version that you're using? We'll see what we can suggest /RC\n\n@392151 Got it. Does logging out and restarting your device help? Let us know how it goes /RC\n\n@392151 Hmm. We've just released a new version of the app. Could you try if upgrading helps? Just follow the steps here: https://t.co/EqisDMwZAT /RC""}, {""rank"": 3, ""similarity"": 0.649, ""customer_message"": ""@115888 wtf is going on with your app? I can’t play most songs\n\n@SpotifyCares When I click certain songs nothing happens. Same thing happened to my friend\n\n@SpotifyCares iPhone 8, and I’m running the most up to date iOS and Spotify\n\n@SpotifyCares Tried both. Neither worked"", ""spotify_reply"": ""@440991 Hi! We're here to help. Just to check, are you getting a specific error message? If so, can you send us a screenshot? We'll take a look /DD\n\n@440991 Hmm. Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /DD\n\n@440991 Thanks. Does logging out and back in to your account help? If not, can you check if restarting your phone does the trick? /DD\n\n@440991 Thanks for trying! Can you DM us your account's email address or username? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt""}]","Thanks for the info. Since you've already tried reinstalling, could you try a clean reinstall by following these steps: https://support.spotify.com/article/reinstall-spotify/ Let us know if the crashes persist after that! /SC","@812745 Hey, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JN

@812745 Thanks! Does the app crash whenever you play your music? /JN

@812745 Got it. Does turning your device off, then back on again help? /JN","The app repeatedly crashes even after the customer provided device and version details, so deeper troubleshooting is needed.",The historical reply kept using basic troubleshooting instead of addressing the repeated crashes more directly.
E019,"Dear @115888 today’s New Music Friday was eh. No depth. May I make a suggestion? @188031

@SpotifyCares I’ll be waiting till next Friday hoping for some ear porn. Thanks for chatting",Other / Unclear,"[{""rank"": 1, ""similarity"": 0.52, ""customer_message"": ""@SpotifyCares Thx spot"", ""spotify_reply"": ""@229355 Hey! We've just sent you a bit more info over DM. We'll carry on helping out there /SP\n\n@229355 No worries, we're always happy to help! Give us a shout if you need us again /SP""}, {""rank"": 2, ""similarity"": 0.51, ""customer_message"": ""@SpotifyCares hi there\n\n@SpotifyCares Need some help please\n\n@SpotifyCares I'd rather chat in the main room"", ""spotify_reply"": ""@329940 Hi Jay. We've just sent a DM your way. Let's carry on chatting there /JU""}, {""rank"": 3, ""similarity"": 0.509, ""customer_message"": ""@SpotifyCares https://t.co/777rIXhISF"", ""spotify_reply"": ""@499051 Hey Cora! Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt""}]","Thanks for sharing your thoughts with us! We're always looking to improve, so we'll be sure to pass your feedback along to the right team. Hope next week's releases are more your style! /SC","@188030 1: Hey Vanessa! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll...

@188030 2: pass on your suggestion. Let us know how you get on /MQ

@188030 No worries! If you ever need us again, just shout 🙂 /MQ",Acknowledge the feedback about New Music Friday and explain that the suggestion can be passed to the curation team.,nan
E020,"@SpotifyCares My student discount was terminated, but I am definitely still a student. Help",Subscription & Billing Issues,"[{""rank"": 1, ""similarity"": 0.766, ""customer_message"": ""@SpotifyCares - I'm trying to update my payment info for premium, but it'll only let me do so for the student discount, and keeps telling me I'm not a student. I know I'm not a student I just want spotify and i lost my old debit card plz help i am gonna die if it goes away\n\n@SpotifyCares Just did! Thanks!"", ""spotify_reply"": ""@203960 Hi Sarah. Don't worry, help's here! Can you DM us your account's email address or username? We'll see what we can do /XF""}, {""rank"": 2, ""similarity"": 0.729, ""customer_message"": ""@SpotifyCares Hi. I accidently subsribed via Student plan. Money was taken out of my card but i cancelled the verification proccess. Can you help ?"", ""spotify_reply"": ""@222238 Hey there, we've just sent you a DM 🙂 /VK""}, {""rank"": 3, ""similarity"": 0.691, ""customer_message"": ""Hey @SpotifyCares my student account reverted to a regular premium account. I reauthorized as a student, now I can't access Hulu. Help."", ""spotify_reply"": ""@241231 Hey Lougi! Could you send us a DM with your account's email address or username? We'll take a look backstage /LO https://t.co/ldFdZR1cbT""}]","Hey there, sorry to hear about the trouble with your student status! We'd like to look into this for you. Could you please send us a DM with your account email or username? /SC","@330446 Hi Gavin, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt",The student's discount has changed unexpectedly and needs account-level verification.,nan
E021,@115888 can you PLEASE add @15883's Bastard and Goblin mixtapes??? Pleaaasseeeeeeee,Content Availability & Licensing,"[{""rank"": 1, ""similarity"": 0.555, ""customer_message"": ""3\n@115888 Hello, I really hope u guys put \""Mic Drop Remix\"" by @133324, @134388 &amp; @4985 in one of most popular playlists"", ""spotify_reply"": ""@772945 Hey there! Thanks for the feedback. Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /NQ""}, {""rank"": 2, ""similarity"": 0.533, ""customer_message"": ""@115888 It would be great to have Tool's music in Spotify"", ""spotify_reply"": ""@719570 Hey, we'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /AR""}, {""rank"": 3, ""similarity"": 0.507, ""customer_message"": ""@115888 Please add DNA by @133324 on Spotify‘s Playlist Pop Brandneu"", ""spotify_reply"": ""@547032 Hey! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /RV""}]","We'd love to have all music available on Spotify! Licensing can be tricky, but we're always working to add more. You can keep an eye on our news page for updates: https://newsroom.spotify.com/ /SC","@798418 Hey there! We’ve got some info about mixtapes here: https://t.co/MEjmIRL2eB. If there's anything else you need, just give us a shout 🙂 /KC",Explain the availability of the requested mixtapes and provide the relevant content information.,nan
E022,@115888 Can u implement a system where Spotify premium members can use their downloaded music for alarms? I need motivation in the mornings,Feature Requests & Device Support,"[{""rank"": 1, ""similarity"": 0.568, ""customer_message"": ""this is cool! :o https://t.co/kaADuDNdzv\n\ncan't seem to find a way of using my Google Home to control my PC's playback though.\n\n@SpotifyCares, is that a thing you can do?\n\n@SpotifyCares No problem, thank you! Would be a nice feature to have, especially if you're tidying your room (like I am now...) :P\n\n@SpotifyCares Spotify, I love you. :P"", ""spotify_reply"": ""@555484 Hey! We're afraid this isn't possible right now, but we'll be sure to pass on your feedback /JP\n\n@555484 No worries at all! Have a... https://t.co/FQulrDtFky /JP""}, {""rank"": 2, ""similarity"": 0.544, ""customer_message"": ""Why don’t Spotify do a ‘recently added’ like iTunes? Why’s Spotify shuffle so poor? Cmon guys @SpotifyCares"", ""spotify_reply"": ""@472404 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /MQ""}, {""rank"": 3, ""similarity"": 0.535, ""customer_message"": ""How do I setup @115888 w GoogleHome so after playing a specific song it continues to play songs by that artist.\n\n@SpotifyCares LInk provided does not help. Want others songs to play after requesting a specific song, currently it plays the requested song and stops.\n\n@SpotifyCares It's set up on Google Home. The app is also on my smartphone, but a rarely open it.\n\n@SpotifyCares I have never used another device for playback, just my cluster of Google Homes and Chromecast."", ""spotify_reply"": ""@219902 Hi there! Check out more info about Spotify on Google Home here: https://t.co/6tXVssl5I5. Let us know if you're getting the same issue /JM\n\n@219902 Hmm, that's odd. Could you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM\n\n@219902 Just to check, does the issue only happen when using Google Home and not any other devices? Keep us posted /JM\n\n@219902 Got it. Send us a DM with your account's username or email address. We'll take a look under the hood /JM https://t.co/ldFdZRiNAt""}]","Hey! We're afraid this isn't possible right now, but we'll be sure to pass your feedback along to the right team. Thanks for reaching out! /SC",@521982 Hi! We've just sent you a DM. Check your inbox /RH,Acknowledge the request to use downloaded music as an alarm and provide a feedback option.,nan
