example_id,thread_id,customer_message,my_intent_label,escalate_or_auto,acceptable_reply_note,disagree_with_reply_note,spotify_reply,provisional_intent_guess,full_thread_reference
E142,4964,@SpotifyCares Having trouble connecting my Student Spotify Premium account to Hulu. Think it's an email issue. Any help??,Subscription & Billing Issues,escalate,"Linking the Student Premium account to Hulu depends on account details, so support should investigate.",,@389698 Hi! Could you DM us your account's email address or username? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,Other / Unclear,"[Sat Oct 14 17:49:43 +0000 2017] [Customer @389698]: @SpotifyCares Having trouble connecting my Student Spotify Premium account to Hulu. Think it's an email issue. Any help?? 
[Sat Oct 14 22:11:19 +0000 2017] [Spotify Support @SpotifyCares]: @389698 Hi! Could you DM us your account's email address or username? We'll take a look backstage /AU https://t.co/ldFdZRiNAt"
E143,23723,@115888 this is the 2nd time your app has removed all my downloaded music.. what am I paying for now I have to download everything,Playback & Technical Errors,auto,Provide the established “downloads unexpectedly removed” troubleshooting steps.,,@155912 Hey Thomas! Sorry to hear that. We'd suggest to check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /GN,Playback & Technical Errors,"[Fri Nov 24 21:00:57 +0000 2017] [Customer @155912]: @115888 this is the 2nd time your app has removed all my downloaded music.. what am I paying for now I have to download everything 
[Fri Nov 24 22:08:12 +0000 2017] [Spotify Support @SpotifyCares]: @155912 Hey Thomas! Sorry to hear that. We'd suggest to check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /GN"
E144,17569,"Hey @115888 and @115940, why did you cancel my Hulu premium student subscription through Spotify? I no longer have access to Hulu through my Spotify account!",Subscription & Billing Issues,escalate,Loss of Hulu access through the Spotify student subscription needs account-level investigation.,,@661807 Hi Jordan! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt,Subscription & Billing Issues,"[Sat Nov 11 06:34:48 +0000 2017] [Customer @661807]: Hey @115888 and @115940, why did you cancel my Hulu premium student subscription through Spotify? I no longer have access to Hulu through my Spotify account! 
[Sat Nov 11 07:01:10 +0000 2017] [Spotify Support @SpotifyCares]: @661807 Hi Jordan! Help's here. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt"
E145,19897,@SpotifyCares I can't login to my account linked with Facebook. It keeps giving me an error.,Account Access & Security,escalate,"The Facebook-linked login is failing, so account access support is needed.",,"@720725 Hey Zoë! Don't worry, we can help. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt",Account Access & Security,"[Thu Nov 16 06:49:27 +0000 2017] [Customer @720725]: @SpotifyCares I can't login to my account linked with Facebook. It keeps giving me an error. 
[Thu Nov 16 06:50:58 +0000 2017] [Spotify Support @SpotifyCares]: @720725 Hey Zoë! Don't worry, we can help. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt"
E146,18085,@SpotifyCares Spotify account reverted back to an old version. Lost all playlists and songs I’ve built over the last two months.,Playlist & Library Management,escalate,"The account lost playlists and saved songs after reverting, so recovery needs account-specific investigation.",,@667854 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,Playlist & Library Management,"[Sun Nov 12 14:53:42 +0000 2017] [Customer @667854]: @SpotifyCares Spotify account reverted back to an old version. Lost all playlists and songs I’ve built over the last two months. 
[Sun Nov 12 17:34:55 +0000 2017] [Spotify Support @SpotifyCares]: @667854 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt"
E147,25066,@115888 since last week I've had 5 payments pending in my account. That's 60 dollars you have. When will it get refunded???,Subscription & Billing Issues,escalate,Multiple pending payments totaling $60 need billing investigation and refund handling.,,@798425 Hi! We've just replied to your DM. Let's continue chatting there /JL,Subscription & Billing Issues,"[Tue Nov 28 03:16:29 +0000 2017] [Customer @798425]: @115888 since last week I've had 5 payments pending in my account. That's 60 dollars you have. When will it get refunded??? 
[Tue Nov 28 05:41:15 +0000 2017] [Spotify Support @SpotifyCares]: @798425 Hi! We've just replied to your DM. Let's continue chatting there /JL"
E148,5145,"@115888 My account got hacked fam, help ya boy out. Used same account since 2013, you don't understand how heartbroken I am😢

@115888 @SpotifyCares",Account Access & Security,escalate,A hacked account requires secure recovery assistance.,,"@378503 Hey, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /NQ",Account Access & Security,"[Sun Oct 15 04:00:39 +0000 2017] [Customer @378503]: @115888 My account got hacked fam, help ya boy out. Used same account since 2013, you don't understand how heartbroken I am😢 
[Sun Oct 15 04:02:27 +0000 2017] [Customer @378503]: @115888 @SpotifyCares 
[Sun Oct 15 05:10:00 +0000 2017] [Spotify Support @SpotifyCares]: @378503 Hey, we’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /NQ"
E149,6642,@SpotifyCares is it common for songs to be removed by you from my playlists? Looks like it’s been removed from your catalogue too,Content Availability & Licensing,auto,Explain that songs can disappear from playlists when licensing changes affect their catalog availability.,,"@552276 Hey there! Sometimes content is temporarily removed due to licensing, but we hope to have it back soon: https://t.co/VMrgnGpB4G /GK",Content Availability & Licensing,"[Wed Oct 18 07:18:46 +0000 2017] [Customer @552276]: @SpotifyCares is it common for songs to be removed by you from my playlists? Looks like it’s been removed from your catalogue too 
[Wed Oct 18 08:19:19 +0000 2017] [Spotify Support @SpotifyCares]: @552276 Hey there! Sometimes content is temporarily removed due to licensing, but we hope to have it back soon: https://t.co/VMrgnGpB4G /GK"
E150,14641,"@SpotifyCares i️ have a billing question

@SpotifyCares i️ signed up for hulu + spotify student discount. spotify took out $4.99 as agreed but hulu took their full portion out. did i️ miss a step?",Subscription & Billing Issues,escalate,"The Hulu/Spotify student billing arrangement appears incorrect, so the account and charges need to be checked.",,"@486619 Hey, fire away! We're here to help /RH

@486619 Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt",Subscription & Billing Issues,"[Sun Nov 05 18:22:34 +0000 2017] [Customer @486619]: @SpotifyCares i️ have a billing question 
[Sun Nov 05 22:42:42 +0000 2017] [Spotify Support @SpotifyCares]: @486619 Hey, fire away! We're here to help /RH 
[Sun Nov 05 22:49:48 +0000 2017] [Customer @486619]: @SpotifyCares i️ signed up for hulu + spotify student discount. spotify took out $4.99 as agreed but hulu took their full portion out. did i️ miss a step? 
[Sun Nov 05 22:52:21 +0000 2017] [Spotify Support @SpotifyCares]: @486619 Can you DM us your account's email address or username? We'll take a look backstage /RH https://t.co/ldFdZRiNAt"
E151,16397,"@SpotifyCares Someone's been hacking my spotify.  I finally Rick-rolled him... but would be great if there was some punishment for Mahamed Bouchaar (GT-190601)

@SpotifyCares Yup... already did that.  So far, he's gone.  Love you to shut down that dudes account!",Account Access & Security,escalate,"The account was compromised and the customer wants action against the unauthorized user, so this needs the Accounts team.",,"@632016 Hey Ky! We’re sorry to hear that. We'd suggest checking out https://t.co/QHn3ok8y2n for what to do next /FR

@632016 1: This is something for our Accounts team. To get in touch with them, just go to our contact form here: https://t.co/EQsHGd5NCy and...

@632016 2: select Logging in &gt; I can't log in to Spotify &gt; I STILL NEED HELP /FR",Account Access & Security,"[Thu Nov 09 01:14:10 +0000 2017] [Customer @632016]: @SpotifyCares Someone's been hacking my spotify.  I finally Rick-rolled him... but would be great if there was some punishment for Mahamed Bouchaar (GT-190601) 
[Thu Nov 09 01:19:52 +0000 2017] [Spotify Support @SpotifyCares]: @632016 Hey Ky! We’re sorry to hear that. We'd suggest checking out https://t.co/QHn3ok8y2n for what to do next /FR 
[Thu Nov 09 01:23:06 +0000 2017] [Customer @632016]: @SpotifyCares Yup... already did that.  So far, he's gone.  Love you to shut down that dudes account! 
[Thu Nov 09 01:33:57 +0000 2017] [Spotify Support @SpotifyCares]: @632016 1: This is something for our Accounts team. To get in touch with them, just go to our contact form here: https://t.co/EQsHGd5NCy and... 
[Thu Nov 09 01:34:03 +0000 2017] [Spotify Support @SpotifyCares]: @632016 2: select Logging in &gt; I can't log in to Spotify &gt; I STILL NEED HELP /FR"
E152,21146,@SpotifyCares why does all of my saved music just un-download sometimes,Playback & Technical Errors,auto,Provide the standard troubleshooting steps for unexpectedly removed downloads.,,"@748249 Hey Rachel! We're sorry to hear that. Don't worry, following the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF should help with this. Let us know if you have any questions /KB",Playback & Technical Errors,"[Sun Nov 19 02:34:14 +0000 2017] [Customer @748249]: @SpotifyCares why does all of my saved music just un-download sometimes 
[Sun Nov 19 04:02:50 +0000 2017] [Spotify Support @SpotifyCares]: @748249 Hey Rachel! We're sorry to hear that. Don't worry, following the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF should help with this. Let us know if you have any questions /KB"
E153,26324,"@115888 is constantly pausing and/or skipping my songs. 
I am not having fun today.",Playback & Technical Errors,auto,Start with standard troubleshooting for repeated pausing and skipping.,,"@818537 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /RB",Playback & Technical Errors,"[Wed Nov 29 23:14:56 +0000 2017] [Customer @818537]: @115888 is constantly pausing and/or skipping my songs.  I am not having fun today. 
[Wed Nov 29 23:23:15 +0000 2017] [Spotify Support @SpotifyCares]: @818537 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /RB"
E154,10973,"@115888 so sick and tired of waiting on a refund. Over 35 emails, their replies make no sense and they DON’T listen to my ways to solve it!

@SpotifyCares Recommend what exactly? It’s it’s been escalated and I’ve given them a solution and they ignore me. I WANT MY MONEY!

@SpotifyCares I gave them the info they needed over a week ago. I even gave them an alternative solution. Tired of the BS! I NEED MY $80

@SpotifyCares I have got back with them several time lately and I get nothing! This is ridiculous! How hard is it to issue a refund?? This company sucks!!

@SpotifyCares Yeah they got back to me and said I would have to wait another 14 days to get my refund! THIS COMPANY SUCKS!!

@SpotifyCares I’ve tried that and I get nowhere. They don’t address my issues and ignore what I say. You aren’t doing anything to help either.

@SpotifyCares I have heard from them and now they tell me it’s going to take 14 business days to get my refund. This is total bullshit!! U suck!

@SpotifyCares No they aren’t. They don’t care and neither do you",Subscription & Billing Issues,escalate,"The refund is severely delayed despite repeated contact, so this needs human ownership and follow-up.",The historical replies repeatedly redirected the customer back to email even after they explained that email support was already failing them.,"@381791 Hey Angela! It looks like our Email Support team have sent you a message. We'd recommend getting back to them for more help with this /C

@381791 We understand. It looks like they've asked for some info. Replying with this should get the ball rolling. Let us know how you get on /C

@381791 We're sorry you feel this way. To look into this further, just get back to the team with the info they've requested. They should help /C

@381791 1: We understand your frustration. Rest assured, the team via email will be able to assist. If you've responded to them again...

@381791 2: recently, they'll be in touch again soon to help you resolve this /T

@381791 We're sorry you feel that way. We'd suggest continuing to talk to them via email about this to keep correspondence in one place /T

@381791 1: Rest assured, the team will be happy to help. We recommend replying to the Support team's email about this.

@381791 2: Give us the head's up when you have, and we'll be sure to get this chased up /K

@381791 1: We're sorry for the delay. Rest assured, your refund will be returning to you within 14 business days

@381791 2: We recommend replying to the email the Support team sent you if you have any questions. They're here to help /K",Subscription & Billing Issues,"[Fri Oct 27 14:10:06 +0000 2017] [Customer @381791]: @115888 so sick and tired of waiting on a refund. Over 35 emails, their replies make no sense and they DON’T listen to my ways to solve it! 
[Fri Oct 27 15:32:10 +0000 2017] [Spotify Support @SpotifyCares]: @381791 Hey Angela! It looks like our Email Support team have sent you a message. We'd recommend getting back to them for more help with this /C 
[Fri Oct 27 16:29:07 +0000 2017] [Customer @381791]: @SpotifyCares Recommend what exactly? It’s it’s been escalated and I’ve given them a solution and they ignore me. I WANT MY MONEY! 
[Fri Oct 27 16:36:04 +0000 2017] [Spotify Support @SpotifyCares]: @381791 We understand. It looks like they've asked for some info. Replying with this should get the ball rolling. Let us know how you get on /C 
[Fri Oct 27 16:38:23 +0000 2017] [Customer @381791]: @SpotifyCares I gave them the info they needed over a week ago. I even gave them an alternative solution. Tired of the BS! I NEED MY $80 
[Fri Oct 27 17:00:19 +0000 2017] [Spotify Support @SpotifyCares]: @381791 We're sorry you feel this way. To look into this further, just get back to the team with the info they've requested. They should help /C 
[Fri Oct 27 17:10:40 +0000 2017] [Customer @381791]: @SpotifyCares I have got back with them several time lately and I get nothing! This is ridiculous! How hard is it to issue a refund?? This company sucks!! 
[Sun Oct 29 12:20:16 +0000 2017] [Spotify Support @SpotifyCares]: @381791 1: We understand your frustration. Rest assured, the team via email will be able to assist. If you've responded to them again... 
[Sun Oct 29 12:20:57 +0000 2017] [Spotify Support @SpotifyCares]: @381791 2: recently, they'll be in touch again soon to help you resolve this /T 
[Sun Oct 29 21:54:24 +0000 2017] [Customer @381791]: @SpotifyCares Yeah they got back to me and said I would have to wait another 14 days to get my refund! THIS COMPANY SUCKS!! 
[Mon Oct 30 10:20:19 +0000 2017] [Spotify Support @SpotifyCares]: @381791 We're sorry you feel that way. We'd suggest continuing to talk to them via email about this to keep correspondence in one place /T 
[Mon Oct 30 16:14:18 +0000 2017] [Customer @381791]: @SpotifyCares I’ve tried that and I get nowhere. They don’t address my issues and ignore what I say. You aren’t doing anything to help either. 
[Mon Oct 30 18:41:44 +0000 2017] [Spotify Support @SpotifyCares]: @381791 1: Rest assured, the team will be happy to help. We recommend replying to the Support team's email about this. 
[Mon Oct 30 18:41:55 +0000 2017] [Spotify Support @SpotifyCares]: @381791 2: Give us the head's up when you have, and we'll be sure to get this chased up /K 
[Tue Oct 31 21:45:05 +0000 2017] [Customer @381791]: @SpotifyCares I have heard from them and now they tell me it’s going to take 14 business days to get my refund. This is total bullshit!! U suck! 
[Tue Oct 31 21:57:54 +0000 2017] [Spotify Support @SpotifyCares]: @381791 1: We're sorry for the delay. Rest assured, your refund will be returning to you within 14 business days 
[Tue Oct 31 21:59:03 +0000 2017] [Spotify Support @SpotifyCares]: @381791 2: We recommend replying to the email the Support team sent you if you have any questions. They're here to help /K 
[Tue Oct 31 22:47:23 +0000 2017] [Customer @381791]: @SpotifyCares No they aren’t. They don’t care and neither do you"
E155,351,"Why pay for @115888 when it wont let me log on !!!!!!

@SpotifyCares I got logged out and now when i try to log back in, it say i am experiancing problems try later",Account Access & Security,escalate,"The customer cannot log back into a paid account, so account recovery and access need human support.",,"@604205 Hey Rebecca, help's here! Could you send us some details about what's happening, along with any error messages you're seeing? /MQ

@604205 Hmm, that's odd. Can you DM us your account's email address and username? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",Other / Unclear,"[Wed Oct 04 13:56:31 +0000 2017] [Customer @604205]: Why pay for @115888 when it wont let me log on !!!!!! 
[Wed Oct 04 14:25:06 +0000 2017] [Spotify Support @SpotifyCares]: @604205 Hey Rebecca, help's here! Could you send us some details about what's happening, along with any error messages you're seeing? /MQ 
[Wed Oct 04 14:26:31 +0000 2017] [Customer @604205]: @SpotifyCares I got logged out and now when i try to log back in, it say i am experiancing problems try later 
[Wed Oct 04 14:32:09 +0000 2017] [Spotify Support @SpotifyCares]: @604205 Hmm, that's odd. Can you DM us your account's email address and username? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt"
E156,14926,"I just got 30 minutes of ad free music on @115888 and i listened to 1 song, changed the playlist, AND GOT AN AD. This is the reason i have trust issues

@SpotifyCares No

@SpotifyCares Yes",Playback & Technical Errors,escalate,"The 30-minute ad-free period failed despite the customer confirming there was no crash and that the video was watched, so it needs investigation.","The historical reply handled the initial troubleshooting reasonably, but escalation to the developers came only after several checks.","@514332 Hi Sarah, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /ME

@514332 Thanks. Just to check, did you watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /ME

@514332 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /ME",Playlist & Library Management,"[Mon Nov 06 12:46:54 +0000 2017] [Customer @514332]: I just got 30 minutes of ad free music on @115888 and i listened to 1 song, changed the playlist, AND GOT AN AD. This is the reason i have trust issues 
[Mon Nov 06 14:08:29 +0000 2017] [Spotify Support @SpotifyCares]: @514332 Hi Sarah, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /ME 
[Mon Nov 06 17:22:07 +0000 2017] [Customer @514332]: @SpotifyCares No 
[Mon Nov 06 17:30:36 +0000 2017] [Spotify Support @SpotifyCares]: @514332 Thanks. Just to check, did you watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /ME 
[Mon Nov 06 17:38:40 +0000 2017] [Customer @514332]: @SpotifyCares Yes 
[Mon Nov 06 18:12:12 +0000 2017] [Spotify Support @SpotifyCares]: @514332 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /ME"
E157,20153,@115888 WHY TF AIN'T TAKE CARE ON SPOTIFY ANYMORE. I WAS JUST LISTENING TO THIS SHIT YESTERDAY,Content Availability & Licensing,auto,Explain that Take Care is available through the provided album link and help the customer access it.,,"@729398 Hey there! Not to worry, you can find that Drake album here: https://t.co/vzWbxC013c. Let us know if you have any trouble getting those tunes flowing /TO",Content Availability & Licensing,"[Thu Nov 16 17:44:33 +0000 2017] [Customer @729398]: @115888 WHY TF AIN'T TAKE CARE ON SPOTIFY ANYMORE. I WAS JUST LISTENING TO THIS SHIT YESTERDAY 
[Thu Nov 16 20:02:31 +0000 2017] [Spotify Support @SpotifyCares]: @729398 Hey there! Not to worry, you can find that Drake album here: https://t.co/vzWbxC013c. Let us know if you have any trouble getting those tunes flowing /TO"
E158,2802,"@SpotifyCares cannot log into my Spotify account, I’m not even receiving email to reset password so I’m assuming I’ve been hacked",Account Access & Security,escalate,"The customer cannot reset the password and suspects hacking, so secure account recovery is required.",,"@215681 Hey Darryl, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE",Account Access & Security,"[Tue Oct 10 10:00:19 +0000 2017] [Customer @215681]: @SpotifyCares cannot log into my Spotify account, I’m not even receiving email to reset password so I’m assuming I’ve been hacked 
[Tue Oct 10 10:06:04 +0000 2017] [Spotify Support @SpotifyCares]: @215681 Hey Darryl, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE"
E159,22946,@SpotifyCares hi there i wanted to take up the new 3month deal for $14.99 but it won't let me even though i haven't had premium for months,Subscription & Billing Issues,escalate,"The customer cannot take a promotional Premium offer despite being eligible, so account eligibility should be checked.",,"@160407 Hi there! Can you DM us your account's email address or username, along with a screenshot of what you're seeing? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt",Other / Unclear,"[Wed Nov 22 23:49:29 +0000 2017] [Customer @160407]: @SpotifyCares hi there i wanted to take up the new 3month deal for $14.99 but it won't let me even though i haven't had premium for months 
[Thu Nov 23 00:14:11 +0000 2017] [Spotify Support @SpotifyCares]: @160407 Hi there! Can you DM us your account's email address or username, along with a screenshot of what you're seeing? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt"
E160,3312,"Hi @115888, just letting you know the tracklisting on the Damien Dempsey 'best of' album is incorrect. 😉

@SpotifyCares https://t.co/8Hd3UrnrOW. Yeh the names just don't match up. One example is the song 'Teachers' is actually called 'Serious'.

@SpotifyCares That being said not all names are incorrect...",Content Availability & Licensing,auto,Acknowledge the incorrect tracklisting and confirm that the metadata problem has been reported.,,"@298149 Hey there! What's happening exactly? Can you send us the album's URI or link? We'll take a look backstage /PB

@298149 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /PB",Other / Unclear,"[Wed Oct 11 14:38:16 +0000 2017] [Customer @298149]: Hi @115888, just letting you know the tracklisting on the Damien Dempsey 'best of' album is incorrect. 😉 
[Wed Oct 11 15:37:10 +0000 2017] [Spotify Support @SpotifyCares]: @298149 Hey there! What's happening exactly? Can you send us the album's URI or link? We'll take a look backstage /PB 
[Wed Oct 11 16:11:21 +0000 2017] [Customer @298149]: @SpotifyCares https://t.co/8Hd3UrnrOW. Yeh the names just don't match up. One example is the song 'Teachers' is actually called 'Serious'. 
[Wed Oct 11 16:11:41 +0000 2017] [Customer @298149]: @SpotifyCares That being said not all names are incorrect... 
[Wed Oct 11 16:22:38 +0000 2017] [Spotify Support @SpotifyCares]: @298149 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /PB"
E161,9753,"When y'all gonna lift this stupid 3,333 songs download limit? @115888",Feature Requests & Device Support,auto,Acknowledge the download-limit request and provide the official voting/feedback option.,,@397729 Hey Leroy! We can see how that’d be useful! You can vote for the official idea here: https://t.co/Z9OErWpTNz. Stay awesome /ND,Playback & Technical Errors,"[Tue Oct 24 21:24:20 +0000 2017] [Customer @397729]: When y'all gonna lift this stupid 3,333 songs download limit? @115888 
[Tue Oct 24 22:05:45 +0000 2017] [Spotify Support @SpotifyCares]: @397729 Hey Leroy! We can see how that’d be useful! You can vote for the official idea here: https://t.co/Z9OErWpTNz. Stay awesome /ND"
E162,23282,"@115888 can you please add a ""mix-button""? So you can mix the songs on you're playlist?

@SpotifyCares I want A ""mix-button"" so the songs mix in your playlist. It's very tuff to change all the song by your shelf. It takes a long time.

@SpotifyCares I mean so places of the songs changes. Do you understand?

@SpotifyCares I mean that all the songs mixes when you press the ""mix-Burton"". It takes A long time to move them around by you Shelf.

@SpotifyCares Button*

@SpotifyCares I want A Button you press and then all the songs on your playlist change places randomly.",Feature Requests & Device Support,auto,"Clarify what the customer means by a mix button, explain existing shuffle/sort options, and acknowledge the feature request.",The historical conversation was somewhat confusing because support initially misunderstood the requested feature before clarifying it.,"@141280 Hey Vincent, help has arrived! Can you tell us exactly what you'd like to do? We'll see what we can suggest /RK

@141280 Got it! If you're on Premium, you can play your awesome tunes randomly by turning on the shuffle button. Check out this link on how to find it, and more ways to play your awesome tunes: https://t.co/Um7DQ7RV6o. Hope this helps /LS

@141280 Sorry for the confusion!  If you want to sort the songs in your playlist, you can find the steps here: https://t.co/5hjtm5AdqM. Is this what you were looking for? /LS

@141280 Hmm. To make sure we're on the same page, do you want to sort your songs in a specific order? /LS

@141280 Thanks! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf. Feel free to send a tweet our way if you ever need any help with anything else 👍 /LS",Feature Requests & Device Support,"[Thu Nov 23 19:37:54 +0000 2017] [Customer @141280]: @115888 can you please add a ""mix-button""? So you can mix the songs on you're playlist? 
[Thu Nov 23 21:05:18 +0000 2017] [Spotify Support @SpotifyCares]: @141280 Hey Vincent, help has arrived! Can you tell us exactly what you'd like to do? We'll see what we can suggest /RK 
[Fri Nov 24 14:14:04 +0000 2017] [Customer @141280]: @SpotifyCares I want A ""mix-button"" so the songs mix in your playlist. It's very tuff to change all the song by your shelf. It takes a long time. 
[Fri Nov 24 15:08:59 +0000 2017] [Spotify Support @SpotifyCares]: @141280 Got it! If you're on Premium, you can play your awesome tunes randomly by turning on the shuffle button. Check out this link on how to find it, and more ways to play your awesome tunes: https://t.co/Um7DQ7RV6o. Hope this helps /LS 
[Fri Nov 24 15:11:25 +0000 2017] [Customer @141280]: @SpotifyCares I mean so places of the songs changes. Do you understand? 
[Fri Nov 24 15:44:31 +0000 2017] [Spotify Support @SpotifyCares]: @141280 Sorry for the confusion!  If you want to sort the songs in your playlist, you can find the steps here: https://t.co/5hjtm5AdqM. Is this what you were looking for? /LS 
[Fri Nov 24 21:34:16 +0000 2017] [Customer @141280]: @SpotifyCares I mean that all the songs mixes when you press the ""mix-Burton"". It takes A long time to move them around by you Shelf. 
[Fri Nov 24 21:34:33 +0000 2017] [Customer @141280]: @SpotifyCares Button* 
[Fri Nov 24 21:53:11 +0000 2017] [Spotify Support @SpotifyCares]: @141280 Hmm. To make sure we're on the same page, do you want to sort your songs in a specific order? /LS 
[Fri Nov 24 22:03:41 +0000 2017] [Customer @141280]: @SpotifyCares I want A Button you press and then all the songs on your playlist change places randomly. 
[Fri Nov 24 22:54:46 +0000 2017] [Spotify Support @SpotifyCares]: @141280 Thanks! We’d recommend suggesting it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf. Feel free to send a tweet our way if you ever need any help with anything else 👍 /LS"
E163,9548,"Dear @SpotifyCares - my desktop application is constantly offline despite strong internet connection. How do I connect? @117168

@SpotifyCares Intel Xeon CPU, Windows 7 Enterprise, Spotify 1.0.66.478.g1296534d (not sure where I check version)

@SpotifyCares Nope - nothing helps. I reinstalled and it worked briefly, but no longer.

@SpotifyCares Work, non-public hard line

@SpotifyCares Happy to do this faster off Twitter too - knittelf(at)https://t.co/h2mmwrcQpE",Playback & Technical Errors,escalate,"The desktop app remains offline after reinstalling and troubleshooting, so it needs deeper technical investigation.",The historical reply used several troubleshooting steps even after the customer said reinstalling only worked briefly.,"@393346 Hey there! Can you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GT

@393346 Thanks. Does logging out, restarting your computer, and logging back in help? Keep us posted /GT

@393346 Got it. Are you currently connected to a home or work/public WiFi network? Keep us in the loop /JI

@393346 Hey! For your security, we'd recommend deleting your previous post. Can we have you DM us your username? We'll continue talking there /JI https://t.co/ldFdZRiNAt",Playback & Technical Errors,"[Tue Oct 24 13:38:51 +0000 2017] [Customer @393346]: Dear @SpotifyCares - my desktop application is constantly offline despite strong internet connection. How do I connect? @117168 
[Tue Oct 24 15:21:28 +0000 2017] [Spotify Support @SpotifyCares]: @393346 Hey there! Can you let us know your device's make/model, operating system, and Spotify version? We'll see what we can suggest /GT 
[Tue Oct 24 16:58:06 +0000 2017] [Customer @393346]: @SpotifyCares Intel Xeon CPU, Windows 7 Enterprise, Spotify 1.0.66.478.g1296534d (not sure where I check version) 
[Tue Oct 24 17:15:26 +0000 2017] [Spotify Support @SpotifyCares]: @393346 Thanks. Does logging out, restarting your computer, and logging back in help? Keep us posted /GT 
[Tue Oct 24 17:59:00 +0000 2017] [Customer @393346]: @SpotifyCares Nope - nothing helps. I reinstalled and it worked briefly, but no longer. 
[Tue Oct 24 19:02:34 +0000 2017] [Spotify Support @SpotifyCares]: @393346 Got it. Are you currently connected to a home or work/public WiFi network? Keep us in the loop /JI 
[Tue Oct 24 19:08:38 +0000 2017] [Customer @393346]: @SpotifyCares Work, non-public hard line 
[Tue Oct 24 19:09:10 +0000 2017] [Customer @393346]: @SpotifyCares Happy to do this faster off Twitter too - knittelf(at)https://t.co/h2mmwrcQpE 
[Tue Oct 24 19:21:15 +0000 2017] [Spotify Support @SpotifyCares]: @393346 Hey! For your security, we'd recommend deleting your previous post. Can we have you DM us your username? We'll continue talking there /JI https://t.co/ldFdZRiNAt"
E164,27315,"@115888 Hello
My account got stolen by changing the email. Origina name: KisuoX e-mail: __email__ Please change it back.",Account Access & Security,escalate,"The account email was changed without authorization, so secure account recovery is required.",,@236482 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,Account Access & Security,"[Fri Dec 01 19:25:42 +0000 2017] [Customer @236482]: @115888 Hello My account got stolen by changing the email. Origina name: KisuoX e-mail: __email__ Please change it back. 
[Fri Dec 01 21:37:54 +0000 2017] [Spotify Support @SpotifyCares]: @236482 We've just sent a DM your way. Let's carry on chatting there 🙂 /CG"
