sample_id,thread_id,original_asker_id,num_unique_customer_authors,multi_author_merge,customer_message,spotify_reply,start_time,end_time
209,19306,700253,2,True,"@SpotifyCares What's the deal here? Why the cap? https://t.co/4H1k7jlxhf

@SpotifyCares I understand that. Why is there such a small limit?

@SpotifyCares I was waiting for a follow-up, looks like you didn't finish this tweet.

@SpotifyCares That's a canned response. Limit the # of downloads if anything. Don't limit the library size.

@SpotifyCares Thank you, that's what I like to hear! Have a good night!","@700253 Hey Tanner! There's currently a 10k limit in Your Library (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /KB

@700253 1: The limit ensures that the app runs smoothly for everyone. By the way, there's no limit to the number of tracks you can...

@700253 2: add to a playlist. You can also vote for the official idea here: https://t.co/8OOl8B2i69 /KB

@700253 We hear you 🎧 Rest assured your feedback's been noted and passed on to the right folks. Any questions, just give us a shout /AN

@700253 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /AN",Wed Nov 15 02:35:59 +0000 2017,Thu Nov 16 03:16:07 +0000 2017
210,6630,552159,1,False,"@117153 hi, i already paid for 3 months, and i only have one account of spotify. But, why my premium account doesn’t work?, thank you","@552159 Hey, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",Wed Oct 18 06:09:40 +0000 2017,Wed Oct 18 06:44:50 +0000 2017
211,3903,363148,1,False,"Hi @SpotifyCares I love you but your CarPlay app is AWFUL. Are you working on making it better? @115948 is looking tempting 🤒🤒🤒🤒

@SpotifyCares Hi! DM’d!",@363148 Hi Tommy! The cavalry's here. Can you send us a bit more info on what's happening? We'll see what we can do /AU,Thu Oct 12 17:14:11 +0000 2017,Thu Oct 12 17:36:56 +0000 2017
212,7250,646927,1,False,"@SpotifyCares Just a FYI, not sure may workplaces will appreciate this advertising.... https://t.co/qf8Eo9ujwF",@646927 Hey Leo! Thanks for the feedback. We'll make sure to pass it on to the right team /AY,Thu Oct 19 14:31:15 +0000 2017,Thu Oct 19 15:02:27 +0000 2017
213,11931,641612,1,False,"@115888 I'm tryna buy premium for a year that shit possible? If so how much woe?

@SpotifyCares Thank you @115888 for satisfying another customer  this is why you'll always be better than @115948","@641612 Hey! Sure we do. Just select 'See more offers' on the Payments page. This should bring up the option to pay yearly /NQ

@641612 Woohoo, that's what we like to hear! Give us a shout if you need us again, otherwise... https://t.co/SkdXv2BhCb /DR",Mon Oct 30 06:10:33 +0000 2017,Mon Oct 30 06:26:44 +0000 2017
214,4001,314615,1,False,"@115888 Artist servers are down. Cant access.

@SpotifyCares Nevrmind you guys fixed it.","@314615 Hey! Can you send us a screenshot of what you're seeing? Also, does this happen even when using an incognito window/other web browser? /SJ

@314615 You're welcome! Give us a shout if you need anything else. We're... https://t.co/fgy8YvXib9 /SJ",Thu Oct 12 19:55:03 +0000 2017,Thu Oct 12 20:51:49 +0000 2017
215,10509,417031,1,False,"@SpotifyCares 
Just trying to pay for a subscription using iTunes credits and it’s not giving me that option it just sends me to the website can you help please? Please respond to my DM",@417031 Hi! We've just sent you a DM 🙂 /GK,Thu Oct 26 12:37:30 +0000 2017,Thu Oct 26 13:33:08 +0000 2017
216,12599,814824,1,False,"Hey, Spotify, I want my money back https://t.co/Z50MJjB7x9",@814824 Hey Leor! Sorry to hear that. Could you DM us with what's happening? We'll be glad to help /Q https://t.co/ldFdZRiNAt,Tue Oct 31 19:38:27 +0000 2017,Tue Oct 31 19:59:06 +0000 2017
217,27219,233791,1,False,@115888 hello I believe my account has been compromised,"@233791 Hey Fred, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",Fri Dec 01 16:58:17 +0000 2017,Fri Dec 01 18:43:18 +0000 2017
218,17158,653045,1,False,I'm pissed because someone hacked my @115888 and now all my playlists are gone. #trash,@653045 Hey! We’re sorry to hear that. Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt,Fri Nov 10 14:01:54 +0000 2017,Fri Nov 10 15:01:18 +0000 2017
219,9105,563001,1,False,@115888 why can't I block explicit songs??,"@563001 Hi! It's not possible right now. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/CdI1SY9KZE /PB",Mon Oct 23 13:21:52 +0000 2017,Mon Oct 23 15:18:40 +0000 2017
220,26609,135881,1,False,"OK, it just happened again and I updated my account , @SpotifyCares can you help? Someone is hijacking my account.

@SpotifyCares OK, I did all those steps, fingers crossed and Thanks!","@135881 Hi there! We’re sorry to hear that. We'd suggest checking out https://t.co/iVpg60w61i for what to do next. Let us know if we can help with anything else /GN

@135881 No worries! You know where to find us if you'll ever need our help again. We'll be right here for you 💚 /GN",Thu Nov 30 15:07:34 +0000 2017,Thu Nov 30 15:46:48 +0000 2017
221,17263,393471,1,False,"@117153 - How 2 delete a song from a playlist, when  hearing the playlist.. ?",@393471 Hi there! You can edit your playlists with ease. We have some more info on this for you here at: https://t.co/a38Mc2DlCx 🙂 /JI,Fri Nov 10 17:39:26 +0000 2017,Fri Nov 10 18:06:28 +0000 2017
222,3043,536851,1,False,"When will @115888 allow you to put your songs in alphabetical order 🙄

@115888 Am I idiot figured it out https://t.co/2Fea5P5GxQ","@536851 Hi Melissa, help's here! You can sort and filter your Spotify playlist with ease. We have some more info here: https://t.co/xI3OJnGhP6 🙂 /JI",Tue Oct 10 21:00:12 +0000 2017,Wed Oct 11 16:48:44 +0000 2017
223,8377,561101,1,False,"@115888 when I search for an album and then select Shuffle Play, why does it play other songs by random artists instead?
#Annoying #NotCool",@561101 @115888 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt,Sat Oct 21 11:52:05 +0000 2017,Sat Oct 21 14:39:56 +0000 2017
224,17760,665820,1,False,"@SpotifyCares i am paying for the premium service, but its not working, i cannot shuffle or forward more than 6 times, can you help please",@665820 Hi there. Can you DM us your account's email address? We'll take a look backstage /LM https://t.co/ldFdZRiNAt,Sat Nov 11 18:51:57 +0000 2017,Sat Nov 11 22:13:22 +0000 2017
225,15603,601110,1,False,"@SpotifyCares my premium account has been paused yet you’re still taking money out of my account? Shocking, can this be fixed?!",@601110 Hey Ellice! We're sorry you feel that way. We've just sent you a bit more info over DM. We'll carry on helping out there /CP,Tue Nov 07 15:27:21 +0000 2017,Tue Nov 07 16:23:00 +0000 2017
226,16065,624399,1,False,"Michael Buble is not big band music, get him the heck off these playlists @115888","@624399 Hey there! Thanks for the feedback. Our Curation team are independent, but we’ll make sure to pass on your suggestion /TM",Wed Nov 08 13:51:16 +0000 2017,Wed Nov 08 14:33:49 +0000 2017
227,12330,582367,1,False,@115888 @9743 can you show all of the lyrics with every song?,"@582367 Hey! This isn't currently possible, but we appreciate the feedback. We'll let the right team know it's something you'd like to see /AR",Tue Oct 31 04:22:20 +0000 2017,Tue Oct 31 04:43:36 +0000 2017
228,708,285882,1,False,"Here's what you can do, @115888 :  If having a huge saved library is problematic, say that and give power users better tools to edit them.","@285882 Hi Matthew, that's not cool! In any case, you can find more details that could help you out on that here: https://t.co/38J7tF47d5 /GK",Thu Oct 05 07:20:41 +0000 2017,Thu Oct 05 07:36:01 +0000 2017
229,2284,205702,1,False,". @115888 you got me confused. For a split second I wondered why @30368 and @22339 's song was titled Camila Cabello - Havana https://t.co/TYWqjesr45

@SpotifyCares Restarted phone and connections. Still the same. I dont mind tho, just found it funny. https://t.co/UEeFm3cjGF

@SpotifyCares  https://t.co/ERLxIw0uMA

@SpotifyCares 5.1 and I think this is the 2nd time it happened or was aware of

@SpotifyCares Thank you","@205702 Hi there! Does restarting your device and your connection help? Which Spotify version are you using? /NQ

@205702 Which Android version does your device currently have? Also, is this happening often? /NQ

@205702 Hmm. It's not ideal, but the exact steps here should help out: https://t.co/EqisDMwZAT /NQ

@205702 You're welcome! In case you have other concerns, don't hesitate to get back in touch. We're always... https://t.co/zOXI69QSqg /TM",Mon Oct 09 04:02:56 +0000 2017,Tue Oct 10 14:48:35 +0000 2017
230,7873,339707,1,False,"@SpotifyCares I need to cancel my account but my email was hacked and i don't have access to it and I don't want to keep being charged.

@SpotifyCares I have already done that and no one has gotten in touch with me. Like I said, I won't receive emails in the hacked account

@SpotifyCares That is the same contact method as I’ve already done. No one has contacted me back.","@339707 Hi there! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next. Let us know if we can help with anything else /GN

@339707 Thanks for letting us know. We'd suggest contacting our Support team directly at https://t.co/ZgU70TbP8M. Any questions, give us a shout /GN

@339707 Can you DM us the email address you entered on the contact form? We'll take a look backstage /LM https://t.co/ldFdZRiNAt",Fri Oct 20 13:04:09 +0000 2017,Sat Oct 21 14:28:50 +0000 2017
231,1733,305513,1,False,"@SpotifyCares sent a reply in dm, can we fix the issue so I can stream soon? ☹️","@305513 Hey Tony, we've just sent a DM your way. Let's carry on chatting there 🙂 /DH",Sat Oct 07 17:18:28 +0000 2017,Sat Oct 07 19:05:45 +0000 2017
232,22125,203960,1,False,"@SpotifyCares - I'm trying to update my payment info for premium, but it'll only let me do so for the student discount, and keeps telling me I'm not a student. I know I'm not a student I just want spotify and i lost my old debit card plz help i am gonna die if it goes away

@SpotifyCares Just did! Thanks!","@203960 Hi Sarah. Don't worry, help's here! Can you DM us your account's email address or username? We'll see what we can do /XF",Tue Nov 21 14:40:28 +0000 2017,Tue Nov 21 23:05:15 +0000 2017
233,24909,795223,1,False,spotify on xbox is literally the shittiest app ive ever used. fix your fucking shit. @115888,@795223 Hey there! Could you tell us what's happening exactly? We'll see what we can suggest /DF,Mon Nov 27 20:24:26 +0000 2017,Mon Nov 27 23:13:16 +0000 2017
234,24331,777590,1,False,@SpotifyCares how do I get onto an account that has premium but I have no access to? Or cancel it?,@777590 Hey Abbie! We've just sent you a bit more info over DM. We'll carry on helping out there /DD,Sun Nov 26 14:03:52 +0000 2017,Mon Nov 27 00:49:59 +0000 2017
235,21938,714774,2,True,"Does @115888 have a feature for steaming what you’re currently listening to? @SpotifyCares

@SpotifyCares WELL YOU’VE BLOODY WELL GOT MY VOTE SPOTIFY. YOU TAKE CARE NOW.","@714774 Hey Danny! This isn't possible right now, but we can see how that’d be useful. You can vote for the official idea here: https://t.co/t64lsvMKm2 /KB

@714774 Awesome! If you need help with anything else, just give us a shout. Otherwise, have a... https://t.co/FQulrDtFky 😉 /GU",Tue Nov 21 03:40:08 +0000 2017,Tue Nov 21 15:32:52 +0000 2017
236,18292,402078,1,False,"@SpotifyCares Why aren't all the artists that I'm following, being displayed on the Artists page? https://t.co/2TjTx7WUi9

@SpotifyCares Thanks for that. Just sent you a dm",@402078 Hey there! Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,Mon Nov 13 02:25:27 +0000 2017,Mon Nov 13 03:59:39 +0000 2017
237,8928,373190,1,False,"Can't play the album ""年輪说"" @SpotifyCares

@SpotifyCares I just send u a private massage","@373190 Hey! Can you DM us your account's email address, as well as the Spotify URI of the album you're referring to? We'll check backstage /AR https://t.co/ldFdZRiNAt

@373190 We've just sent a DM your way. Let's carry on chatting there /ME",Sun Oct 22 23:46:02 +0000 2017,Mon Oct 23 16:25:52 +0000 2017
238,19547,709746,1,False,"@SpotifyCares You guys deleted all my playlists when I asked you to disconnect all the extra devices that were using all my accounts.. I've been building those for five years. Please fix!

@SpotifyCares and you downgraded my account in the process.. no email response, just completely reset my account.. ridiculous!!!",@709746 Hey Nathan! Help's here. Could you DM us your account's username or email address? We'll take a look backstage /TM https://t.co/ldFdZRiNAt,Wed Nov 15 15:37:05 +0000 2017,Wed Nov 15 15:40:52 +0000 2017
239,6258,513295,1,False,Excuse me @115888 why is Carly Simon you belong to me gone? Do you hate me?,@513295 Hi Alexandra! This may be down due to licensing matters and could be temporary. More info here: https://t.co/VMrgnGpB4G /NJ,Tue Oct 17 15:27:57 +0000 2017,Tue Oct 17 16:59:09 +0000 2017
240,9296,189197,1,False,"@SpotifyCares Hey there. I just moved my collection from Groove, and I upgraded a free account in the process. Why didn't I get 60 days free","@189197 Hey Phil, help's here! Can you DM us the account you're trying to upgrade's email address and username? We'll take a look backstage /ND https://t.co/ldFdZRiNAt",Mon Oct 23 20:28:04 +0000 2017,Mon Oct 23 22:39:51 +0000 2017
241,21222,751328,1,False,@SpotifyCares when will #reputation be available on spotify?,"@751328 Hey! We’ll have it available to you as soon as it’s available to us! For now, check out the singles: https://t.co/3h0TnPWP0c /BD",Sun Nov 19 09:10:24 +0000 2017,Sun Nov 19 09:16:26 +0000 2017
242,7779,517764,1,False,"@SpotifyCares please help me see if my account has made a premium transaction after my 30days trial because I'm sure I did cancel it

@SpotifyCares Done dm",@517764 Hey Mary! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,Fri Oct 20 08:40:14 +0000 2017,Fri Oct 20 12:20:13 +0000 2017
243,7707,676443,1,False,"Yo, I pay for premium and y’all don’t even have this album on here yet. @115888","@676443 Hey there, we'd love to help! Just to be sure, what album are you looking for? /JN",Fri Oct 20 04:43:26 +0000 2017,Fri Oct 20 06:12:51 +0000 2017
244,18371,473135,1,False,"do i play christmas songs on my drive to work this morning? or will i want a bop? or will i want an all out disney sing along sesh? or to cry to bob dylan? aka why doesn’t @115888 have a shuffle all playlists option.  that is all.

@SpotifyCares Cheers spotify",@473135 Hi Holly! You can add a vote for this idea here: https://t.co/tkblbYaJLE to help make it happen. Let us know if you need anything else /NY,Mon Nov 13 06:56:53 +0000 2017,Mon Nov 13 18:20:34 +0000 2017
245,23946,442196,1,False,@SpotifyCares my account has been hijacked and they also changed my email. I just reset my password tho and I hope it won’t happen again. I’m a premium user so please take this as a serious matter now that I know some ppl are complaining the same.,@442196 Hey there! We're sorry to hear that. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZR1cbT,Sat Nov 25 12:11:43 +0000 2017,Sat Nov 25 21:37:33 +0000 2017
246,21404,760225,1,False,@115888 you were the best app ever UNTIL.... you took away where you hold down and you can listen to a little of the song. Now idk what to really add to my playlists.. BRING IT BACK PLEASE!!!!!! #SpotifyMusic,@760225 Hey! We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /AK,Sun Nov 19 21:17:10 +0000 2017,Sun Nov 19 23:42:38 +0000 2017
247,21635,765520,1,False,@SpotifyCares you fucked up my daily mixes 😩😩😩 its completely ruined now,"@765520 Hi there! Daily Mix is based on your music taste, so we’d love to know how it’s doing. Tap ❤️ or 🚫 to improve your mix /DB",Mon Nov 20 15:01:50 +0000 2017,Mon Nov 20 15:06:30 +0000 2017
248,6804,551014,1,False,"@SpotifyCares attempting to listen to ""In Flames"". Says the song is not available. For all songs. rebooted device. all other bands work.

@SpotifyCares Desktop pc W10 10.0.15063 and spotify 1.0.65.320.gac7a8e02. Also iphone 6s OS 11.0.3.

@SpotifyCares the spotify version on the iphone is 8.4.22.515","@551014 Hey there, help's here! Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /RV

@551014 Got it, thanks! Could you send us a DM with your account's email address and username? We'll take a look backstage /RV https://t.co/ldFdZRiNAt",Wed Oct 18 16:47:13 +0000 2017,Wed Oct 18 18:39:03 +0000 2017
249,9418,383489,1,False,"@SpotifyCares trying to convert my account to the student bundle, but I get an error when clicking “get started”.",@383489 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,Tue Oct 24 02:54:55 +0000 2017,Tue Oct 24 04:02:57 +0000 2017
250,14737,501411,1,False,@SpotifyCares cant send invitesfor my family https://t.co/aNYWfVaQ8r charged me quickly.Getting pissed.Clicked the family and nothing appear,@501411 Hey Patrick! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,Mon Nov 06 00:10:51 +0000 2017,Mon Nov 06 02:33:18 +0000 2017
